Country,Segment,Date,observed_default_rate,observed_loss_rate,estimated_pd,estimated_lgd
Italy,Retail - Other Retail,Sep-20,4.28%,51.18%,5.73%,41.49%
Latvia,Corporates,Sep-20,3.74%,19.07%,1.81%,41.63%
Latvia,Corporates - Of Which: Specialised Lending,Sep-20,,,,18.20%
Latvia,Corporates - Of Which: SME,Sep-20,,,1.81%,39.22%
Latvia,Retail,Sep-20,1.00%,34.63%,2.72%,24.84%
Latvia,Retail - Secured on real estate property,Sep-20,1.06%,31.90%,2.14%,18.64%
Latvia,Retail - Qualifying Revolving,Sep-20,0.74%,72.26%,3.97%,58.29%
Latvia,Retail - Other Retail,Sep-20,0.84%,43.30%,4.32%,42.80%
Lithuania,Corporates,Sep-20,1.95%,72.95%,1.43%,41.24%
Lithuania,Corporates - Of Which: Specialised Lending,Sep-20,,,,
Lithuania,Corporates - Of Which: SME,Sep-20,,,2.20%,39.60%
Lithuania,Retail,Sep-20,1.49%,36.14%,1.42%,18.43%
Lithuania,Retail - Secured on real estate property,Sep-20,1.60%,36.03%,1.20%,15.67%
Lithuania,Retail - Qualifying Revolving,Sep-20,2.47%,43.30%,1.81%,56.78%
Lithuania,Retail - Other Retail,Sep-20,0.84%,37.72%,2.75%,37.24%
Luxembourg,Corporates,Sep-20,0.69%,13.87%,1.08%,32.14%
Luxembourg,Corporates - Of Which: Specialised Lending,Sep-20,2.88%,,1.02%,26.59%
Luxembourg,Corporates - Of Which: SME,Sep-20,2.13%,6.76%,2.70%,29.71%
Luxembourg,Retail,Sep-20,0.30%,10.57%,1.11%,16.77%
Luxembourg,Retail - Secured on real estate property,Sep-20,0.19%,1.82%,1.02%,15.68%
Luxembourg,Retail - Qualifying Revolving,Sep-20,0.24%,32.47%,0.64%,6.46%
Luxembourg,Retail - Other Retail,Sep-20,0.99%,17.21%,1.75%,21.62%
Malta,Corporates,Sep-20,16.58%,,6.46%,23.54%
Malta,Corporates - Of Which: Specialised Lending,Sep-20,,,3.09%,16.87%
Malta,Corporates - Of Which: SME,Sep-20,,,5.01%,67.33%
Malta,Retail,Sep-20,1.70%,18.94%,2.08%,11.23%
Malta,Retail - Secured on real estate property,Sep-20,4.02%,,2.32%,16.29%
Malta,Retail - Qualifying Revolving,Sep-20,1.78%,,1.86%,69.26%
Malta,Retail - Other Retail,Sep-20,1.51%,45.32%,2.33%,8.31%
Netherlands,Corporates,Sep-20,1.08%,13.53%,1.44%,27.20%
Netherlands,Corporates - Of Which: Specialised Lending,Sep-20,1.00%,18.51%,1.52%,15.13%
Netherlands,Corporates - Of Which: SME,Sep-20,2.68%,12.86%,2.71%,18.10%
Netherlands,Retail,Sep-20,0.57%,9.34%,0.69%,12.77%
Netherlands,Retail - Secured on real estate property,Sep-20,0.51%,5.18%,0.63%,11.11%
Netherlands,Retail - Qualifying Revolving,Sep-20,0.96%,38.25%,3.68%,58.84%
Netherlands,Retail - Other Retail,Sep-20,1.51%,30.46%,2.12%,43.12%
Norway,Corporates,Sep-20,1.09%,26.97%,1.53%,27.01%
Norway,Corporates - Of Which: Specialised Lending,Sep-20,,,1.86%,20.53%
Norway,Corporates - Of Which: SME,Sep-20,0.61%,19.53%,1.22%,23.24%
Norway,Retail,Sep-20,0.25%,20.85%,0.88%,21.45%
Norway,Retail - Secured on real estate property,Sep-20,0.13%,6.95%,0.75%,19.82%
Norway,Retail - Qualifying Revolving,Sep-20,0.85%,30.22%,1.27%,62.08%
Norway,Retail - Other Retail,Sep-20,0.84%,29.79%,1.96%,31.55%
Poland,Corporates,Sep-20,0.69%,33.88%,1.73%,37.15%
Poland,Corporates - Of Which: Specialised Lending,Sep-20,,,0.86%,42.25%
Poland,Corporates - Of Which: SME,Sep-20,0.74%,,2.32%,32.12%
Poland,Retail,Sep-20,0.95%,31.96%,1.52%,35.73%
Poland,Retail - Secured on real estate property,Sep-20,0.50%,25.79%,0.64%,30.38%
Poland,Retail - Qualifying Revolving,Sep-20,1.08%,55.05%,2.25%,64.36%
Poland,Retail - Other Retail,Sep-20,1.95%,33.65%,3.72%,44.84%
Portugal,Corporates,Sep-20,1.11%,34.62%,3.37%,39.45%
Portugal,Corporates - Of Which: Specialised Lending,Sep-20,,,1.75%,32.71%
Portugal,Corporates - Of Which: SME,Sep-20,2.05%,26.27%,5.77%,40.52%
Portugal,Retail,Sep-20,0.79%,18.90%,1.42%,20.47%
Portugal,Retail - Secured on real estate property,Sep-20,0.52%,6.55%,1.08%,17.73%
Portugal,Retail - Qualifying Revolving,Sep-20,0.80%,24.22%,4.23%,38.23%
Portugal,Retail - Other Retail,Sep-20,1.88%,32.14%,3.40%,32.37%
Romania,Corporates,Sep-20,2.84%,,2.71%,40.40%
Romania,Corporates - Of Which: Specialised Lending,Sep-20,,,2.10%,32.44%
Romania,Corporates - Of Which: SME,Sep-20,6.00%,,3.46%,41.99%
Romania,Retail,Sep-20,1.73%,51.65%,1.69%,48.03%
Romania,Retail - Secured on real estate property,Sep-20,0.84%,,0.39%,36.01%
Romania,Retail - Qualifying Revolving,Sep-20,0.87%,51.40%,0.95%,49.07%
Romania,Retail - Other Retail,Sep-20,3.09%,57.09%,2.64%,59.02%
Slovakia,Corporates,Sep-20,1.58%,77.96%,1.99%,40.41%
Slovakia,Corporates - Of Which: Specialised Lending,Sep-20,,,5.19%,33.00%
Slovakia,Corporates - Of Which: SME,Sep-20,3.99%,74.17%,3.65%,41.89%
Slovakia,Retail,Sep-20,0.51%,44.22%,1.22%,24.16%
Slovakia,Retail - Secured on real estate property,Sep-20,0.36%,29.42%,0.93%,20.58%
Slovakia,Retail - Qualifying Revolving,Sep-20,0.71%,52.22%,2.65%,55.29%
Slovakia,Retail - Other Retail,Sep-20,1.30%,68.03%,3.10%,44.42%
Slovenia,Corporates,Sep-20,1.13%,72.80%,4.42%,40.40%
Slovenia,Corporates - Of Which: Specialised Lending,Sep-20,,,1.58%,17.12%
Slovenia,Corporates - Of Which: SME,Sep-20,4.20%,,5.74%,41.90%
Slovenia,Retail,Sep-20,3.40%,45.95%,2.36%,24.60%
Slovenia,Retail - Secured on real estate property,Sep-20,,,1.79%,15.37%
Slovenia,Retail - Qualifying Revolving,Sep-20,0.21%,,2.13%,59.77%
Slovenia,Retail - Other Retail,Sep-20,2.75%,54.99%,2.60%,28.82%
Spain,Corporates,Sep-20,1.09%,17.89%,2.81%,38.75%
Spain,Corporates - Of Which: Specialised Lending,Sep-20,1.90%,9.25%,1.41%,21.92%
Spain,Corporates - Of Which: SME,Sep-20,1.44%,23.01%,3.99%,40.47%
Spain,Retail,Sep-20,1.06%,27.62%,1.94%,28.79%
Spain,Retail - Secured on real estate property,Sep-20,0.77%,14.58%,1.22%,20.55%
Spain,Retail - Qualifying Revolving,Sep-20,0.82%,49.72%,2.75%,61.79%
Spain,Retail - Other Retail,Sep-20,2.21%,40.16%,4.39%,53.08%
Sweden,Corporates,Sep-20,0.20%,33.88%,0.71%,24.82%
Sweden,Corporates - Of Which: Specialised Lending,Sep-20,,,1.39%,27.81%
Sweden,Corporates - Of Which: SME,Sep-20,0.34%,28.65%,0.70%,17.74%
Sweden,Retail,Sep-20,0.10%,13.85%,0.36%,12.56%
Sweden,Retail - Secured on real estate property,Sep-20,0.06%,4.33%,0.29%,10.95%
Sweden,Retail - Qualifying Revolving,Sep-20,0.94%,31.47%,1.26%,58.68%
Sweden,Retail - Other Retail,Sep-20,0.52%,27.54%,1.48%,33.97%
United Kingdom,Corporates,Sep-20,0.96%,10.41%,1.48%,35.08%
United Kingdom,Corporates - Of Which: Specialised Lending,Sep-20,1.46%,4.43%,1.24%,30.96%
United Kingdom,Corporates - Of Which: SME,Sep-20,3.06%,8.87%,2.20%,27.75%
United Kingdom,Retail,Sep-20,0.51%,21.83%,1.54%,20.49%
United Kingdom,Retail - Secured on real estate property,Sep-20,0.35%,6.64%,1.35%,11.02%
United Kingdom,Retail - Qualifying Revolving,Sep-20,0.77%,43.31%,1.79%,71.31%
United Kingdom,Retail - Other Retail,Sep-20,1.78%,33.31%,4.11%,54.93%
Australia,Corporates,Sep-20,0.73%,,1.12%,28.17%
Australia,Corporates - Of Which: Specialised Lending,Sep-20,,,0.58%,17.18%
Australia,Corporates - Of Which: SME,Sep-20,,,1.00%,10.57%
Australia,Retail,Sep-20,0.49%,6.75%,1.32%,12.64%
Australia,Retail - Secured on real estate property,Sep-20,0.64%,,1.30%,12.13%
Australia,Retail - Qualifying Revolving,Sep-20,0.81%,23.27%,0.84%,61.80%
Australia,Retail - Other Retail,Sep-20,2.50%,16.41%,1.76%,24.17%
Canada,Corporates,Sep-20,0.41%,21.23%,1.42%,34.48%
Canada,Corporates - Of Which: Specialised Lending,Sep-20,,,1.33%,25.96%
Canada,Corporates - Of Which: SME,Sep-20,,,2.20%,20.05%
Canada,Retail,Sep-20,0.30%,7.24%,0.69%,19.19%
Canada,Retail - Secured on real estate property,Sep-20,0.14%,10.27%,0.51%,17.47%
Canada,Retail - Qualifying Revolving,Sep-20,0.54%,8.52%,1.85%,66.98%
Canada,Retail - Other Retail,Sep-20,1.60%,11.77%,2.12%,29.05%
China,Corporates,Sep-20,0.34%,,0.75%,46.49%
China,Corporates - Of Which: Specialised Lending,Sep-20,,,1.34%,36.32%
China,Corporates - Of Which: SME,Sep-20,,,3.88%,33.19%
China,Retail,Sep-20,0.04%,13.33%,1.12%,22.27%
China,Retail - Secured on real estate property,Sep-20,0.05%,11.16%,1.33%,11.66%
China,Retail - Qualifying Revolving,Sep-20,0.01%,35.70%,0.73%,83.06%
China,Retail - Other Retail,Sep-20,0.06%,15.64%,0.83%,11.09%
Hong Kong,Corporates,Sep-20,0.45%,14.83%,1.07%,36.18%
Hong Kong,Corporates - Of Which: Specialised Lending,Sep-20,,,1.27%,22.26%
Hong Kong,Corporates - Of Which: SME,Sep-20,,,4.42%,22.48%
Hong Kong,Retail,Sep-20,0.01%,13.88%,0.60%,33.01%
Hong Kong,Retail - Secured on real estate property,Sep-20,0.01%,,0.40%,10.26%
Hong Kong,Retail - Qualifying Revolving,Sep-20,0.01%,49.26%,0.88%,95.94%
Hong Kong,Retail - Other Retail,Sep-20,0.01%,23.73%,0.87%,21.98%
India,Corporates,Sep-20,1.67%,3.31%,3.38%,44.51%
India,Corporates - Of Which: Specialised Lending,Sep-20,,,3.05%,24.75%
India,Corporates - Of Which: SME,Sep-20,,,4.57%,31.86%
India,Retail,Sep-20,1.85%,68.13%,7.15%,53.76%
India,Retail - Secured on real estate property,Sep-20,2.26%,,2.01%,37.00%
India,Retail - Qualifying Revolving,Sep-20,1.76%,48.15%,11.48%,79.22%
India,Retail - Other Retail,Sep-20,4.39%,90.60%,6.05%,58.44%
"Korea, Republic Of",Corporates,Sep-20,0.04%,,0.72%,35.71%
"Korea, Republic Of",Corporates - Of Which: Specialised Lending,Sep-20,,,0.78%,
"Korea, Republic Of",Corporates - Of Which: SME,Sep-20,,,3.30%,19.02%
"Korea, Republic Of",Retail,Sep-20,0.07%,48.69%,0.86%,36.22%
"Korea, Republic Of",Retail - Secured on real estate property,Sep-20,0.04%,,0.19%,9.98%
"Korea, Republic Of",Retail - Qualifying Revolving,Sep-20,0.01%,,0.44%,75.17%
"Korea, Republic Of",Retail - Other Retail,Sep-20,0.13%,73.76%,2.17%,77.98%
Russian Federation,Corporates,Sep-20,0.17%,,0.56%,38.31%
Russian Federation,Corporates - Of Which: Specialised Lending,Sep-20,,,1.14%,23.29%
Russian Federation,Corporates - Of Which: SME,Sep-20,,,2.37%,43.85%
Russian Federation,Retail,Sep-20,2.11%,20.74%,2.23%,18.43%
Russian Federation,Retail - Secured on real estate property,Sep-20,2.88%,16.66%,2.30%,17.94%
Russian Federation,Retail - Qualifying Revolving,Sep-20,1.43%,50.03%,2.03%,60.94%
Russian Federation,Retail - Other Retail,Sep-20,1.70%,67.52%,1.62%,17.93%
Singapore,Corporates,Sep-20,2.18%,51.51%,2.88%,30.81%
Singapore,Corporates - Of Which: Specialised Lending,Sep-20,5.67%,,4.88%,21.78%
Singapore,Corporates - Of Which: SME,Sep-20,,,7.41%,27.69%
Singapore,Retail,Sep-20,0.06%,22.01%,0.71%,22.20%
Singapore,Retail - Secured on real estate property,Sep-20,0.10%,10.06%,0.33%,16.31%
Singapore,Retail - Qualifying Revolving,Sep-20,0.37%,46.71%,2.66%,71.27%
Singapore,Retail - Other Retail,Sep-20,0.03%,51.38%,1.13%,16.82%
Switzerland,Corporates,Sep-20,1.09%,8.68%,0.91%,32.20%
Switzerland,Corporates - Of Which: Specialised Lending,Sep-20,,,0.71%,26.01%
Switzerland,Corporates - Of Which: SME,Sep-20,0.04%,,0.89%,24.07%
Switzerland,Retail,Sep-20,0.41%,13.94%,0.84%,18.74%
Switzerland,Retail - Secured on real estate property,Sep-20,0.68%,9.16%,0.81%,19.42%
Switzerland,Retail - Qualifying Revolving,Sep-20,0.68%,27.55%,1.78%,49.77%
Switzerland,Retail - Other Retail,Sep-20,0.35%,27.76%,1.05%,15.74%
United States,Corporates,Sep-20,0.79%,17.01%,1.21%,29.05%
United States,Corporates - Of Which: Specialised Lending,Sep-20,2.38%,18.86%,2.37%,20.65%
United States,Corporates - Of Which: SME,Sep-20,0.37%,16.50%,2.85%,20.71%
United States,Retail,Sep-20,0.98%,13.58%,1.88%,47.90%
United States,Retail - Secured on real estate property,Sep-20,0.27%,8.91%,0.88%,46.06%
United States,Retail - Qualifying Revolving,Sep-20,0.02%,17.47%,2.12%,92.96%
United States,Retail - Other Retail,Sep-20,2.84%,15.33%,2.67%,32.92%
Austria,Corporates,Jun-20,0.25%,26.74%,1.13%,33.93%
Austria,Corporates - Of Which: Specialised Lending,Jun-20,,,1.67%,10.28%
Austria,Corporates - Of Which: SME,Jun-20,0.57%,19.14%,2.29%,30.64%
Austria,Retail,Jun-20,0.33%,28.58%,1.37%,27.54%
Austria,Retail - Secured on real estate property,Jun-20,0.27%,7.32%,1.21%,11.50%
Austria,Retail - Qualifying Revolving,Jun-20,0.12%,46.68%,0.83%,64.66%
Austria,Retail - Other Retail,Jun-20,0.43%,49.75%,1.87%,56.72%
Belgium,Corporates,Jun-20,0.74%,25.09%,2.01%,26.67%
Belgium,Corporates - Of Which: Specialised Lending,Jun-20,0.32%,,1.02%,22.68%
Belgium,Corporates - Of Which: SME,Jun-20,1.03%,12.91%,2.45%,25.41%
Belgium,Retail,Jun-20,0.56%,10.00%,1.12%,17.31%
Belgium,Retail - Secured on real estate property,Jun-20,0.48%,4.00%,1.03%,13.34%
Belgium,Retail - Qualifying Revolving,Jun-20,2.18%,8.22%,0.50%,48.81%
Belgium,Retail - Other Retail,Jun-20,0.85%,23.53%,1.69%,33.12%
Bulgaria,Corporates,Jun-20,0.09%,,2.20%,41.40%
Bulgaria,Corporates - Of Which: Specialised Lending,Jun-20,,,30.45%,40.48%
Bulgaria,Corporates - Of Which: SME,Jun-20,,,3.18%,41.10%
Bulgaria,Retail,Jun-20,1.27%,45.88%,2.83%,33.03%
Bulgaria,Retail - Secured on real estate property,Jun-20,0.95%,,2.41%,23.54%
Bulgaria,Retail - Qualifying Revolving,Jun-20,1.04%,66.02%,3.40%,42.09%
Bulgaria,Retail - Other Retail,Jun-20,2.09%,65.42%,3.93%,56.17%
Croatia,Corporates,Jun-20,0.90%,,2.39%,40.32%
Croatia,Corporates - Of Which: Specialised Lending,Jun-20,,,1.41%,20.16%
Croatia,Corporates - Of Which: SME,Jun-20,,,4.18%,41.57%
Croatia,Retail,Jun-20,1.90%,15.96%,2.49%,35.01%
Croatia,Retail - Secured on real estate property,Jun-20,,,2.03%,29.34%
Croatia,Retail - Qualifying Revolving,Jun-20,0.23%,,1.34%,61.97%
Croatia,Retail - Other Retail,Jun-20,2.34%,15.92%,2.77%,38.22%
Cyprus,Corporates,Jun-20,5.21%,,2.74%,33.59%
Cyprus,Corporates - Of Which: Specialised Lending,Jun-20,,,1.96%,32.49%
Cyprus,Corporates - Of Which: SME,Jun-20,,,3.14%,22.71%
Cyprus,Retail,Jun-20,0.69%,22.31%,1.17%,22.16%
Cyprus,Retail - Secured on real estate property,Jun-20,,,1.16%,14.13%
Cyprus,Retail - Qualifying Revolving,Jun-20,0.77%,,0.69%,58.57%
Cyprus,Retail - Other Retail,Jun-20,0.43%,65.72%,1.27%,22.42%
Czech,Corporates,Jun-20,0.30%,46.34%,2.26%,32.90%
Czech,Corporates - Of Which: Specialised Lending,Jun-20,0.06%,77.21%,1.56%,27.32%
Czech,Corporates - Of Which: SME,Jun-20,0.57%,43.18%,3.08%,30.83%
Czech,Retail,Jun-20,0.46%,30.87%,1.57%,27.80%
Czech,Retail - Secured on real estate property,Jun-20,0.25%,17.82%,1.12%,21.20%
Czech,Retail - Qualifying Revolving,Jun-20,0.80%,30.36%,3.16%,52.33%
Czech,Retail - Other Retail,Jun-20,1.03%,38.92%,2.79%,45.72%
Denmark,Corporates,Jun-20,0.31%,13.00%,1.23%,23.05%
Denmark,Corporates - Of Which: Specialised Lending,Jun-20,,,1.51%,23.53%
Denmark,Corporates - Of Which: SME,Jun-20,0.31%,,1.58%,19.25%
Denmark,Retail,Jun-20,0.27%,13.88%,0.89%,18.15%
Denmark,Retail - Secured on real estate property,Jun-20,0.26%,10.12%,0.83%,16.49%
Denmark,Retail - Qualifying Revolving,Jun-20,0.92%,20.95%,1.23%,64.78%
Denmark,Retail - Other Retail,Jun-20,0.35%,40.97%,2.10%,40.45%
Estonia,Corporates,Jun-20,0.30%,27.09%,1.26%,41.35%
Estonia,Corporates - Of Which: Specialised Lending,Jun-20,,,1.17%,28.10%
Estonia,Corporates - Of Which: SME,Jun-20,0.59%,29.65%,1.67%,39.67%
Estonia,Retail,Jun-20,0.30%,23.80%,1.37%,15.82%
Estonia,Retail - Secured on real estate property,Jun-20,0.26%,23.76%,1.04%,12.50%
Estonia,Retail - Qualifying Revolving,Jun-20,1.39%,48.17%,1.96%,56.28%
Estonia,Retail - Other Retail,Jun-20,0.45%,23.87%,2.81%,30.20%
Finland,Corporates,Jun-20,0.76%,15.66%,0.93%,35.28%
Finland,Corporates - Of Which: Specialised Lending,Jun-20,,,0.61%,27.94%
Finland,Corporates - Of Which: SME,Jun-20,1.13%,11.89%,1.42%,32.31%
Finland,Retail,Jun-20,0.63%,2.05%,1.35%,22.91%
Finland,Retail - Secured on real estate property,Jun-20,0.62%,1.74%,0.95%,20.58%
Finland,Retail - Qualifying Revolving,Jun-20,1.06%,33.85%,1.49%,67.91%
Finland,Retail - Other Retail,Jun-20,0.64%,4.58%,3.32%,32.37%
France,Corporates,Jun-20,0.42%,29.85%,1.71%,35.00%
France,Corporates - Of Which: Specialised Lending,Jun-20,0.21%,,0.98%,21.34%
France,Corporates - Of Which: SME,Jun-20,0.89%,30.63%,2.73%,35.79%
France,Retail,Jun-20,0.33%,22.52%,1.56%,17.66%
France,Retail - Secured on real estate property,Jun-20,0.24%,11.30%,1.14%,13.04%
France,Retail - Qualifying Revolving,Jun-20,0.46%,43.11%,3.11%,37.32%
France,Retail - Other Retail,Jun-20,0.49%,30.82%,2.06%,23.64%
Germany,Corporates,Jun-20,0.51%,41.53%,1.07%,37.06%
Germany,Corporates - Of Which: Specialised Lending,Jun-20,0.55%,50.48%,1.13%,33.31%
Germany,Corporates - Of Which: SME,Jun-20,0.33%,35.76%,1.16%,32.84%
Germany,Retail,Jun-20,0.35%,23.00%,1.02%,27.58%
Germany,Retail - Secured on real estate property,Jun-20,0.25%,8.56%,0.80%,17.07%
Germany,Retail - Qualifying Revolving,Jun-20,0.29%,41.03%,0.68%,64.48%
Germany,Retail - Other Retail,Jun-20,0.66%,35.99%,1.90%,45.86%
Greece,Corporates,Jun-20,2.83%,,7.23%,40.23%
Greece,Corporates - Of Which: Specialised Lending,Jun-20,,,5.02%,21.63%
Greece,Corporates - Of Which: SME,Jun-20,,,8.61%,40.50%
Greece,Retail,Jun-20,2.42%,39.16%,14.88%,36.42%
Greece,Retail - Secured on real estate property,Jun-20,3.05%,,14.44%,27.63%
Greece,Retail - Qualifying Revolving,Jun-20,0.99%,89.49%,6.84%,74.68%
Greece,Retail - Other Retail,Jun-20,1.74%,50.29%,17.97%,47.43%
Hungary,Corporates,Jun-20,0.39%,49.52%,1.88%,42.55%
Hungary,Corporates - Of Which: Specialised Lending,Jun-20,,,1.40%,29.98%
Hungary,Corporates - Of Which: SME,Jun-20,0.13%,,3.15%,47.32%
Hungary,Retail,Jun-20,0.51%,26.29%,3.29%,42.06%
Hungary,Retail - Secured on real estate property,Jun-20,0.50%,,2.67%,33.72%
Hungary,Retail - Qualifying Revolving,Jun-20,2.55%,32.59%,1.55%,63.20%
Hungary,Retail - Other Retail,Jun-20,0.47%,40.71%,4.31%,59.12%
Ireland,Corporates,Jun-20,1.30%,20.05%,1.21%,32.07%
Ireland,Corporates - Of Which: Specialised Lending,Jun-20,2.58%,2.04%,12.34%,28.70%
Ireland,Corporates - Of Which: SME,Jun-20,2.33%,20.11%,2.90%,35.09%
Ireland,Retail,Jun-20,0.89%,16.30%,2.03%,27.13%
Ireland,Retail - Secured on real estate property,Jun-20,0.85%,15.57%,1.83%,24.38%
Ireland,Retail - Qualifying Revolving,Jun-20,1.00%,7.90%,2.37%,61.57%
Ireland,Retail - Other Retail,Jun-20,1.58%,28.66%,4.24%,61.30%
Italy,Corporates,Jun-20,0.45%,25.65%,5.17%,38.24%
Italy,Corporates - Of Which: Specialised Lending,Jun-20,0.31%,,2.60%,22.55%
Italy,Corporates - Of Which: SME,Jun-20,0.75%,25.27%,9.37%,39.92%
Italy,Retail,Jun-20,2.17%,42.39%,2.62%,26.16%
Italy,Retail - Secured on real estate property,Jun-20,1.77%,34.95%,1.79%,18.79%
Italy,Retail - Qualifying Revolving,Jun-20,0.36%,24.07%,3.82%,57.82%
Italy,Retail - Other Retail,Jun-20,2.97%,50.54%,6.28%,41.97%
Latvia,Corporates,Jun-20,1.40%,21.08%,1.75%,42.10%
Latvia,Corporates - Of Which: Specialised Lending,Jun-20,,,,53.31%
Latvia,Corporates - Of Which: SME,Jun-20,,,1.80%,39.10%
Latvia,Retail,Jun-20,0.61%,31.84%,2.71%,24.84%
Latvia,Retail - Secured on real estate property,Jun-20,0.63%,29.68%,2.17%,18.66%
Latvia,Retail - Qualifying Revolving,Jun-20,8.79%,57.39%,4.88%,60.73%
Latvia,Retail - Other Retail,Jun-20,0.56%,38.10%,4.20%,42.58%
Lithuania,Corporates,Jun-20,1.49%,71.60%,1.41%,41.51%
Lithuania,Corporates - Of Which: Specialised Lending,Jun-20,,,,
Lithuania,Corporates - Of Which: SME,Jun-20,3.12%,52.75%,1.81%,38.97%
Lithuania,Retail,Jun-20,1.14%,36.00%,1.43%,18.42%
Lithuania,Retail - Secured on real estate property,Jun-20,1.24%,35.85%,1.21%,15.65%
Lithuania,Retail - Qualifying Revolving,Jun-20,2.33%,43.73%,2.02%,55.79%
Lithuania,Retail - Other Retail,Jun-20,0.61%,37.73%,2.78%,37.33%
Luxembourg,Corporates,Jun-20,0.27%,11.25%,0.98%,33.65%
Luxembourg,Corporates - Of Which: Specialised Lending,Jun-20,1.83%,,1.05%,27.15%
Luxembourg,Corporates - Of Which: SME,Jun-20,1.10%,,2.33%,29.30%
Luxembourg,Retail,Jun-20,0.20%,11.86%,1.08%,16.04%
Luxembourg,Retail - Secured on real estate property,Jun-20,0.11%,2.25%,0.99%,14.34%
Luxembourg,Retail - Qualifying Revolving,Jun-20,0.16%,33.06%,0.63%,6.49%
Luxembourg,Retail - Other Retail,Jun-20,0.65%,18.27%,1.95%,23.44%
Malta,Corporates,Jun-20,3.06%,6.70%,6.41%,24.33%
Malta,Corporates - Of Which: Specialised Lending,Jun-20,,,3.69%,19.08%
Malta,Corporates - Of Which: SME,Jun-20,,,1.44%,51.91%
Malta,Retail,Jun-20,0.99%,7.31%,1.23%,10.77%
Malta,Retail - Secured on real estate property,Jun-20,6.48%,5.06%,1.20%,15.22%
Malta,Retail - Qualifying Revolving,Jun-20,0.43%,37.39%,2.17%,69.05%
Malta,Retail - Other Retail,Jun-20,0.48%,23.91%,1.23%,7.37%
Netherlands,Corporates,Jun-20,0.78%,14.61%,1.47%,27.05%
Netherlands,Corporates - Of Which: Specialised Lending,Jun-20,0.67%,24.93%,1.45%,15.12%
Netherlands,Corporates - Of Which: SME,Jun-20,1.91%,13.88%,2.72%,17.86%
Netherlands,Retail,Jun-20,0.41%,8.64%,0.74%,12.84%
Netherlands,Retail - Secured on real estate property,Jun-20,0.38%,5.06%,0.67%,11.13%
Netherlands,Retail - Qualifying Revolving,Jun-20,0.40%,34.60%,3.37%,58.95%
Netherlands,Retail - Other Retail,Jun-20,1.01%,31.05%,2.28%,43.43%
Norway,Corporates,Jun-20,0.83%,26.47%,1.56%,27.03%
Norway,Corporates - Of Which: Specialised Lending,Jun-20,2.75%,,1.98%,21.27%
Norway,Corporates - Of Which: SME,Jun-20,0.50%,18.49%,1.11%,23.86%
Norway,Retail,Jun-20,0.19%,21.77%,0.95%,21.51%
Norway,Retail - Secured on real estate property,Jun-20,0.10%,6.30%,0.75%,19.86%
Norway,Retail - Qualifying Revolving,Jun-20,0.59%,37.86%,1.16%,62.03%
Norway,Retail - Other Retail,Jun-20,0.66%,30.83%,2.12%,31.37%
Poland,Corporates,Jun-20,0.47%,32.66%,1.64%,37.95%
Poland,Corporates - Of Which: Specialised Lending,Jun-20,,,0.94%,44.32%
Poland,Corporates - Of Which: SME,Jun-20,,,2.18%,32.40%
Poland,Retail,Jun-20,0.72%,32.57%,1.55%,35.99%
Poland,Retail - Secured on real estate property,Jun-20,0.37%,26.75%,0.68%,30.82%
Poland,Retail - Qualifying Revolving,Jun-20,0.88%,56.16%,2.37%,64.39%
Poland,Retail - Other Retail,Jun-20,1.46%,33.80%,3.69%,44.68%
Portugal,Corporates,Jun-20,1.02%,32.92%,3.50%,41.28%
Portugal,Corporates - Of Which: Specialised Lending,Jun-20,0.15%,,1.79%,33.07%
Portugal,Corporates - Of Which: SME,Jun-20,1.91%,24.96%,5.62%,40.58%
Portugal,Retail,Jun-20,0.61%,18.78%,1.52%,20.40%
Portugal,Retail - Secured on real estate property,Jun-20,0.41%,6.93%,1.18%,17.70%
Portugal,Retail - Qualifying Revolving,Jun-20,0.57%,23.77%,4.62%,37.98%
Portugal,Retail - Other Retail,Jun-20,1.49%,32.75%,3.50%,32.27%
Romania,Corporates,Jun-20,2.61%,73.07%,2.53%,41.05%
Romania,Corporates - Of Which: Specialised Lending,Jun-20,,,2.33%,31.52%
Romania,Corporates - Of Which: SME,Jun-20,5.77%,,3.15%,41.86%
Romania,Retail,Jun-20,1.30%,52.66%,2.13%,48.20%
Romania,Retail - Secured on real estate property,Jun-20,0.53%,,1.06%,35.97%
Romania,Retail - Qualifying Revolving,Jun-20,0.63%,51.46%,0.89%,51.06%
Romania,Retail - Other Retail,Jun-20,2.44%,56.59%,3.06%,58.93%
Slovakia,Corporates,Jun-20,1.12%,77.61%,1.91%,41.29%
Slovakia,Corporates - Of Which: Specialised Lending,Jun-20,,,4.59%,36.56%
Slovakia,Corporates - Of Which: SME,Jun-20,2.94%,74.77%,3.60%,41.65%
Slovakia,Retail,Jun-20,0.39%,44.81%,1.30%,24.26%
Slovakia,Retail - Secured on real estate property,Jun-20,0.27%,29.75%,0.99%,20.61%
Slovakia,Retail - Qualifying Revolving,Jun-20,0.50%,53.59%,2.79%,55.40%
Slovakia,Retail - Other Retail,Jun-20,0.99%,68.14%,3.20%,44.03%
Slovenia,Corporates,Jun-20,0.16%,32.78%,4.78%,40.43%
Slovenia,Corporates - Of Which: Specialised Lending,Jun-20,,,1.27%,23.84%
Slovenia,Corporates - Of Which: SME,Jun-20,0.63%,,5.06%,42.07%
